gvkey,fyear,ap,at,capx,cogs,epsfx,gp,invt,ni,rect,sale,calc_ap_value,calc_at_value,calc_capx_value,calc_cogs_value,calc_epsfx_value,calc_gp_value,calc_invt_value,calc_ni_value,calc_rect_value,calc_sale_value
20299,2019,4229.122,4814.97,37.197,107.471,0.44,188.389,972.059,18.034,2599.052,295.86,,,,,,,,,,
20299,2022,8884.928,9855.498,43.751,157.915,3.92,524.55,554.61,176.208,7247.612,682.465,110.08918636066775,104.68451516831878,17.619700513482258,46.93731332173329,790.9090909090909,178.4398239812303,-42.94482125056195,877.0877231895311,178.8559828737555,130.67160143311025
20338,2019,176.7,3390.9,114.6,973.9,0.0,1420.6,122.5,2.9,279.3,2394.5,,,,,,,,,,
20338,2022,163.7,3667.0,207.7,678.9,0.18,1536.2,112.1,29.6,258.6,2215.1,-7.357102433503113,8.142381078769645,81.239092495637,-30.29058424889619,inf,8.137406729550904,-8.489795918367351,920.6896551724138,-7.411385606874324,-7.49216955523074
20412,2019,648.525,12014.196,16.796,1399.429,1.06,366.009,0.0,148.884,439.58,1765.438,,,,,,,,,,
20412,2022,714.07,22002.839,35.796,2192.553,0.87,862.89,0.0,167.541,1084.784,3055.443,10.106780771751293,83.14033664841159,113.12217194570135,56.67482951975411,-17.924528301886795,135.7564977910379,,12.53123236882406,146.77737840666094,73.06996903884475
20420,2019,156.298,1257.394,155.848,998.444,1.42,477.909,164.799,86.92,266.678,1476.353,,,,,,,,,,
20420,2022,184.1,1888.7,232.8,1486.5,1.73,544.4,277.9,106.2,404.3,2030.9,17.787815583052883,50.20749263953861,49.37631538422052,48.88165986274644,21.830985915492963,13.912899736142235,68.62966401495153,22.18131615278417,51.60605674258845,37.56195164706544
20422,2019,163.576,1939.67,4.984,381.194,0.98,129.606,0.0,28.636,501.321,510.8,,,,,,,,,,
20422,2022,217.463,2392.6,12.382,657.466,-5.86,4.994,0.0,-154.363,915.106,662.46,32.94309678681469,23.350879273278437,148.43499197431782,72.47543245696416,-697.9591836734694,-96.14678332793235,,-639.0522419332309,82.53893214128271,29.69068128425999
20430,2019,24283.983,32686.479,0.0,1461.579,1.3,900.555,0.0,578.276,26176.919,2362.134,,,,,,,,,,
20430,2022,21448.071,28811.029,0.0,1533.498,1.76,832.725,29.448,469.014,21211.801,2366.223,-11.678117218250401,-11.856431523260737,,4.920637201273424,35.38461538461538,-7.532021919816105,inf,-18.89443795004461,-18.967541596472838,0.17310618279911055
20473,2019,21.342,1393.456,43.707,622.989,1.77,468.882,2.484,60.981,215.534,1091.871,,,,,,,,,,
20473,2022,49.404,1371.979,54.118,1121.038,1.82,472.109,4.715,64.173,175.991,1593.147,131.48720832161936,-1.5412757919876814,23.819983069073604,79.94507126129032,2.8248587570621493,0.6882328602932029,89.81481481481481,5.234417277512668,-18.346525374186896,45.909819017081674
20502,2019,153.181,2480.147,102.807,1584.235,-2.33,191.157,251.18,-22.45,181.658,1775.392,,,,,,,,,,
20502,2022,163.962,2347.528,138.223,1459.608,-0.42,257.659,265.334,-14.919,212.722,1717.267,7.038079135140767,-5.347223370227658,34.44901611757955,-7.8666990692668675,-81.97424892703863,34.789204685154075,5.635002786846085,-33.545657015590194,17.100265333759054,-3.2739248571583066
20517,2019,86.267,261.617,2.663,475.813,-0.23,77.521,0.0,-1.775,182.255,553.334,,,,,,,,,,
20517,2022,75.122,294.556,0.993,396.441,0.64,100.341,0.0,6.799,185.99,496.782,-12.919192738822488,12.590542663511913,-62.71122793841533,-16.681343300834577,-378.2608695652174,29.43718476283845,,-483.0422535211268,2.049326493100334,-10.220228650326922
20534,2019,0.15,2785.626,530.572,19.076,0.75,279.207,0.0,46.281,68.665,298.283,,,,,,,,,,
20534,2022,1.435,2920.373,62.931,56.372,2.0,810.095,0.0,151.673,87.917,866.467,856.6666666666669,4.837225097697962,-88.13902731391782,195.5126860977144,166.66666666666669,190.14136465059974,,227.7219593353644,28.03757372751765,190.4848751018328
20540,2019,21.336,421.687,11.284,33.027,-0.52,320.853,0.0,-54.89,47.688,353.88,,,,,,,,,,
20540,2022,8.655,251.527,11.68,16.213,-1.3,145.311,0.0,-118.685,14.686,161.524,-59.4347581552306,-40.35220436010596,3.509393831974468,-50.90986162836467,150.0,-54.71103589494254,,116.22335580251413,-69.20399261868813,-54.35627896462078
20548,2019,57.854,4487.245,788.368,668.688,1.63,1397.589,13.932,681.07,338.818,2066.277,,,,,,,,,,
20548,2022,465.0,20154.0,1710.0,1781.0,5.08,7270.0,63.0,4065.0,1310.0,9051.0,703.7473640543437,349.13972827425295,116.90378097538203,166.34244969253223,211.65644171779144,420.181541211329,352.1963824289406,496.85494883051666,286.6382541659534,338.0342035457976
20567,2019,2.763,98.842,0.388,0.0,-0.99,0.0,0.0,-54.121,0.0,0.0,,,,,,,,,,
20567,2022,4.461,259.518,1.774,136.892,-0.51,-111.414,0.077,-19.816,6.348,25.478,61.45494028230186,162.558426579794,357.21649484536084,inf,-48.484848484848484,-inf,inf,-63.38574675264685,inf,inf
20600,2019,0.88,245.835,0.0,0.0,-0.09,0.0,0.0,-27.761,1.1,0.0,,,,,,,,,,
20600,2022,0.769,159.189,0.0,0.0,-0.16,0.0,0.0,-53.343,25.358,0.0,-12.613636363636363,-35.24559155531149,,,77.77777777777779,,,92.15085911890783,2205.272727272727,
20621,2019,1.609,18.211,0.21,3.215,-2.81,0.149,0.035,-19.689,0.68,3.364,,,,,,,,,,
20621,2022,2.419,202.075,3.305,12.237,-3.88,2.281,1.757,-116.683,4.172,14.518,50.34182722187695,1009.6315413760913,1473.8095238095239,280.6220839813375,38.07829181494661,1430.8724832214766,4920.0,492.6304027629641,513.5294117647057,331.5695600475624
20628,2019,1707.706,2148.916,7.918,26.533,1.66,69.126,0.133,16.839,1681.275,95.659,,,,,,,,,,
20628,2022,2082.365,2753.807,1.056,17.706,3.5,95.752,0.682,35.709,2080.403,113.458,21.93931508116736,28.1486572765059,-86.66329881283153,-33.26800587947085,110.8433734939759,38.51806845470588,412.78195488721803,112.06128629966155,23.739602385094628,18.606717611515897
20644,2019,160.695,792.803,8.348,755.54,-0.1,439.111,144.236,-14.642,200.634,1194.651,,,,,,,,,,
20644,2022,91.648,1076.925,3.447,670.053,0.18,423.488,127.131,28.847,77.008,1093.541,-42.96773390584648,35.83765449928922,-58.70867273598467,-11.314688831828887,-280.0,-3.5578703334692117,-11.859036578940065,-297.0154350498566,-61.61767197982396,-8.463559650475338
20645,2019,2.187,259.782,0.325,94.043,-1.47,-88.762,0.0,-94.94,0.75,5.281,,,,,,,,,,
20645,2022,10.859,190.066,0.055,115.217,-0.42,-63.059,3.282,-67.207,7.733,52.158,396.5249199817101,-26.836347398972983,-83.07692307692308,22.515232393692237,-71.42857142857143,-28.957211419301053,inf,-29.211080682536345,931.0666666666666,887.6538534368492
20649,2019,6.178,63.525,0.0,58.964,-1.84,-57.447,0.0,-56.047,0.116,1.517,,,,,,,,,,
20649,2022,4.35,497.236,0.0,0.0,-2.46,0.0,0.0,-149.338,4.057,0.0,-29.588863709938494,682.7406532861079,,-100.0,33.69565217391304,-100.0,,166.45137117062464,3397.4137931034484,-100.0
20653,2019,242.049,4691.867,292.557,629.828,0.45,630.532,0.0,216.959,157.725,1260.36,,,,,,,,,,
20653,2022,139.273,2327.499,401.428,733.352,8.83,970.993,0.0,480.16,171.62,1704.345,-42.46082404802334,-50.3929032941471,37.21360281927965,16.436868478378226,1862.2222222222224,53.995832090996174,,121.31370443263474,8.809637026470128,35.226839950490344
20655,2019,,12256.0,93.0,363.0,-1.51,492.0,0.0,-71.0,269.0,855.0,,,,,,,,,,
20655,2022,,23052.0,1351.0,620.0,5.62,591.0,51.0,477.0,1309.0,1211.0,,88.08746736292427,1352.6881720430108,70.79889807162535,-472.18543046357615,20.121951219512198,inf,-771.830985915493,386.6171003717472,41.63742690058479
20659,2019,25.061,586.971,41.555,172.324,0.98,150.033,110.501,48.939,45.376,322.357,,,,,,,,,,
20659,2022,20.501,741.987,24.034,235.507,1.74,263.48,103.584,91.386,88.804,498.987,-18.195602729340404,26.409481899446476,-42.16339790638913,36.665235254520546,77.55102040816327,75.61469809975142,-6.259671858173229,86.7345062220315,95.70698166431595,54.793288186699826
20661,2019,148.015,636.484,16.151,1246.221,2.99,136.421,0.0,34.716,269.239,1382.642,,,,,,,,,,
20661,2022,406.706,3233.103,12.425,2533.733,-0.68,357.127,0.0,-14.33,728.582,2890.86,174.77350268553866,407.962965290565,-23.069778961055036,103.31329675876111,-122.74247491638796,161.7830099471489,,-141.27779698121904,170.6078985585298,109.08232210507131
20670,2019,83.032,3461.682,207.352,908.068,0.55,443.6,346.507,110.738,185.962,1351.668,,,,,,,,,,
20670,2022,109.694,3248.498,274.688,1229.384,-1.62,265.334,471.63,-341.748,176.634,1494.718,32.1105116099817,-6.158393520837551,32.47424669161618,35.38457472347886,-394.5454545454545,-40.18620378719567,36.109804419535536,-408.609510737055,-5.016078553683013,10.583220139856843
20677,2019,4891.144,6314.436,2.229,81.443,1.25,209.093,503.036,56.239,4526.833,290.536,,,,,,,,,,
20677,2022,10362.612,13014.179,4.583,85.72,1.96,365.594,6.21,110.512,10692.462,451.314,111.86479073198414,106.10200182565792,105.60789591745177,5.251525606866153,56.8,74.84755587226736,-98.76549590884152,96.50420526680774,136.20182145000712,55.33840900955476
20684,2019,111.0,1904.0,103.0,820.0,-10.81,-448.0,0.0,-788.0,71.0,372.0,,,,,,,,,,
20684,2022,185.6,2204.3,319.4,-47.4,9.6,818.4,0.0,810.1,82.6,771.0,67.2072072072072,15.772058823529422,210.09708737864074,-105.78048780487805,-188.80666049953746,-282.67857142857144,,-202.80456852791878,16.338028169014077,107.25806451612902
20686,2019,65154.0,104826.0,0.0,14594.0,5.56,4867.0,725.0,3747.0,81613.0,19461.0,,,,,,,,,,
20686,2022,71735.0,104564.0,0.0,12632.0,6.15,4894.0,0.0,3016.0,82943.0,17526.0,10.100684532031803,-0.24993799248278098,,-13.443881047005618,10.611510791366921,0.5547565235257859,-100.0,-19.508940485721908,1.6296423363924863,-9.942962848774473
20692,2019,197.001,764.111,24.665,1064.565,1.21,117.279,203.84,31.558,277.484,1181.844,,,,,,,,,,
20692,2022,308.617,1035.767,73.957,1215.522,1.24,134.013,395.63,31.253,286.937,1349.535,56.65758041837352,35.55190279946239,199.84593553618487,14.180158092742094,2.4793388429752086,14.26853912465148,94.08850078492935,-0.9664744280372638,3.4066829078433467,14.188928488023803
20695,2019,91.468,3269.84,159.886,1038.967,0.02,502.353,31.718,6.618,245.106,1541.32,,,,,,,,,,
20695,2022,136.36,2876.123,184.25,1117.101,-2.53,500.093,35.158,-34.293,322.775,1617.194,49.07945948309793,-12.040864384801706,15.23835732959734,7.5203543519669065,-12749.999999999998,-0.449882851301772,10.84557664417681,-618.1776971894832,31.687922776268216,4.922663690862379
20696,2019,84.912,1936.584,82.72,1628.264,1.75,548.419,242.23,44.602,281.027,2176.683,,,,,,,,,,
20696,2022,111.526,2248.178,114.307,2146.624,9.41,745.063,406.828,214.233,405.44,2891.687,31.343037497644605,16.089877846765223,38.185444874274665,31.83513238639434,437.7142857142857,35.85652575858969,67.9511208355695,380.3215102461773,44.270835186654665,32.84832931575245
20699,2019,170.0,4726.0,83.0,388.0,-0.29,1172.0,0.0,-22.0,183.0,1560.0,,,,,,,,,,
20699,2022,242.0,4638.0,56.0,338.0,0.39,1154.0,0.0,30.0,206.0,1492.0,42.35294117647059,-1.8620397799407533,-32.53012048192771,-12.886597938144329,-234.48275862068962,-1.5358361774744027,,-236.36363636363637,12.568306010928962,-4.358974358974359
20740,2019,48.245,422.968,1.12,734.302,0.02,79.423,2.954,8.45,115.667,813.725,,,,,,,,,,
20740,2022,53.296,330.95,2.153,428.594,-0.03,31.899,4.405,7.578,87.921,460.493,10.469478702456218,-21.75531009438067,92.23214285714285,-41.63246184812244,-250.0,-59.83657127028694,49.1198375084631,-10.319526627218924,-23.987827124417503,-43.40925988509632
20748,2019,92.105,4185.29,15.751,836.865,10.63,1573.841,243.825,859.867,417.552,2410.706,,,,,,,,,,
20748,2022,232.572,6775.41,44.644,1654.64,4.27,2726.67,1289.706,1352.446,934.151,4381.31,152.50746430704086,61.88627311369105,183.43597231921785,97.71886743979017,-59.83066792097838,73.24939431619842,428.9474007997539,57.28548717417926,123.72087787868335,81.74385428998808
20756,2019,0.679,40.24,0.406,18.682,-0.13,-18.592,0.0,-17.373,0.0,0.09,,,,,,,,,,
20756,2022,0.618,44.819,0.892,27.441,-0.1,-24.253,0.0,-20.997,0.0,3.188,-8.983799705449197,11.379224652087476,119.70443349753694,46.88470185205011,-23.076923076923077,30.44858003442342,,20.85995510274563,,3442.2222222222226
20779,2019,2059.0,97793.0,909.0,17609.0,2.61,34295.0,1383.0,11621.0,10965.0,51904.0,,,,,,,,,,
20779,2022,2281.0,94002.0,477.0,17753.0,2.82,33804.0,2568.0,11812.0,10597.0,51557.0,10.781932977173385,-3.876555581687851,-47.524752475247524,0.8177636435913453,8.045977011494251,-1.4316955824464208,85.68329718004338,1.643576284312882,-3.3561331509347925,-0.6685419235511714
20791,2019,5.008,16551.871,0.0,117.289,2.35,765.39,0.0,305.567,16281.034,882.679,,,,,,,,,,
20791,2022,9.726,25353.985,0.0,373.99,1.46,964.964,0.0,248.642,24949.801,1338.954,94.20926517571887,53.17896689745831,,218.86195636419444,-37.87234042553192,26.074811533989216,,-18.62930224795217,53.24457279556077,51.692064725681696
20819,2019,,,,,,,,,,,,,,,,,,,,
20819,2022,,,,,,,,,,,,,,,,,,,,
20823,2019,3.98,2565.181,7.286,185.436,0.58,346.557,,39.664,70.485,531.993,,,,,,,,,,
20823,2022,13.899,3088.9,3.371,305.042,-0.31,556.706,,-26.143,96.835,861.748,249.22110552763814,20.416454043593806,-53.73318693384574,64.49988136068507,-153.44827586206895,60.63908678803198,,-165.91115369100444,37.38384053344683,61.984838146366585
20898,2019,1.995,38.172,0.021,21.239,-0.9,-21.239,0.0,-30.774,0.0,0.0,,,,,,,,,,
20898,2022,1.777,26.497,0.013,23.145,-2.87,-23.145,0.0,-24.067,0.0,0.0,-10.927318295739358,-30.58524572985434,-38.0952380952381,8.974057158999948,218.8888888888889,8.974057158999948,,-21.794371872359786,,
20904,2019,186.5,6442.1,109.1,1199.6,-0.76,2167.7,444.9,-203.6,648.7,3367.3,,,,,,,,,,
20904,2022,197.7,9071.2,127.2,1462.9,5.13,3399.9,623.7,1302.0,617.6,4862.8,6.0053619302949,40.81122615296255,16.590284142988093,21.948982994331462,-774.9999999999999,56.84365917793054,40.18880647336482,-739.4891944990176,-4.794203792199787,44.41243726427702
20912,2019,,,,,,,,,,,,,,,,,,,,
20912,2022,,,,,,,,,,,,,,,,,,,,
20935,2019,4.087,257.2,5.373,319.012,-0.05,64.924,0.0,-1.809,54.408,383.936,,,,,,,,,,
20935,2022,9.471,671.627,17.088,782.994,-1.1,122.185,0.0,-44.672,232.439,905.179,131.73476877905557,161.13024883359253,218.034617532105,145.44343159504973,2100.0,88.19696876347727,,2369.430624654505,327.2147478312013,135.76299174862476
20943,2019,15.266,1084.15,5.751,712.709,-13.38,-705.841,,-680.238,0.0,6.868,,,,,,,,,,
20943,2022,18.95,1356.449,0.937,553.553,-8.98,-545.867,1.7,-532.784,15.16,7.686,24.132058168478967,25.116358437485587,-83.70718135976351,-22.331133744627888,-32.884902840059794,-22.664311084224355,,-21.67682487599929,inf,11.910308677926611
20945,2019,0.994,66.729,0.368,8.225,0.78,30.292,3.642,9.631,7.293,38.517,,,,,,,,,,
20945,2022,1.799,85.514,0.823,11.35,1.02,41.953,5.369,12.828,13.275,53.303,80.98591549295774,28.151178647964148,123.64130434782608,37.99392097264438,30.769230769230766,38.4953122936749,47.41900054914881,33.19489149621015,82.02385849444673,38.388244151932895
20959,2019,34.143,685.481,0.0,64.618,-2.88,10.672,0.0,-10.42,0.0,75.29,,,,,,,,,,
20959,2022,65.707,1521.318,0.0,151.913,-0.67,31.476,0.0,-16.886,0.0,183.389,92.44647511935095,121.9343789251635,,135.0939366739918,-76.73611111111111,194.94002998500747,,62.053742802303255,,143.5768362332315
20960,2019,19.6,2092.2,28.3,1136.5,1.76,-66.5,16.3,77.3,16.0,1070.0,,,,,,,,,,
20960,2022,25.8,3125.5,14.3,783.9,-5.25,-121.8,,-428.1,9.0,662.1,31.632653061224485,49.388203804607606,-49.46996466431095,-31.025076990761107,-398.29545454545456,83.1578947368421,,-653.8163001293663,-43.75,-38.1214953271028
21000,2019,1.676,10.347,0.278,0.719,-0.37,0.777,0.598,-9.781,0.574,1.496,,,,,,,,,,
21000,2022,0.627,17.287,0.017,0.463,-1.04,0.324,0.589,-14.072,0.343,0.787,-62.58949880668258,67.0725814245675,-93.88489208633092,-35.60500695410291,181.0810810810811,-58.301158301158296,-1.5050167224080282,43.87076985993251,-40.24390243902438,-47.393048128342244
21002,2019,5.675,1405.166,7.036,52.545,1.62,381.35,0.0,63.064,72.953,433.895,,,,,,,,,,
21002,2022,13.642,1819.401,12.517,110.454,-3.21,481.256,0.0,-130.368,120.817,591.71,140.3876651982379,29.47943516993723,77.89937464468449,110.20839280616612,-298.14814814814815,26.19798085747999,,-306.72332868197384,65.60936493358737,36.371702831330175
21004,2019,18.608,405.919,22.061,159.147,0.79,188.19,29.18,31.667,43.529,347.337,,,,,,,,,,
21004,2022,20.563,1321.258,18.347,305.429,0.4,629.632,35.475,28.067,213.397,935.061,10.506233877901968,225.49794417112773,-16.83513893295861,91.91627866060936,-49.36708860759494,234.5725065093788,21.57299520219329,-11.368301386301201,390.24098876610987,169.20857841232004
21012,2019,7.963,342.942,5.733,0.0,-5.67,0.0,0.0,-290.976,0.9,0.0,,,,,,,,,,
21012,2022,6.871,376.42,4.193,332.469,-2.24,-268.896,1.586,-228.302,41.021,63.573,-13.71342458872284,9.762000571525215,-26.862026862026866,inf,-60.493827160493815,-inf,inf,-21.539233476300453,4457.888888888889,inf
21015,2019,3.268,78.74,2.238,87.499,-1.91,-83.272,0.954,-86.372,2.548,4.227,,,,,,,,,,
21015,2022,5.123,149.289,3.715,2.431,-0.97,49.063,1.974,-71.038,21.325,51.494,56.76254589963282,89.59740919481838,65.9964253798034,-97.22168253351468,-49.21465968586388,-158.91896435776732,106.91823899371069,-17.75343861436577,736.9309262166405,1118.2162290040217
21019,2019,12.9,1419.7,33.9,503.9,2.45,315.6,88.8,223.9,178.1,819.5,,,,,,,,,,
21019,2022,5.0,518.7,16.1,229.4,2.33,187.8,40.0,100.6,124.5,417.2,-61.240310077519375,-63.464112136366836,-52.50737463126843,-54.47509426473507,-4.897959183673473,-40.49429657794677,-54.95495495495495,-55.06922733363109,-30.095451993262213,-49.09090909090909
21020,2019,4.103,222.727,19.247,67.222,-1.01,-66.972,0.0,-64.486,0.0,0.25,,,,,,,,,,
21020,2022,2.238,308.372,11.816,143.798,-1.56,-143.798,0.0,-154.536,0.0,0.0,-45.45454545454545,38.452904228045995,-38.60861432950589,113.91508732260274,54.45544554455446,114.71361165860361,,139.64271314703964,,-100.0
21032,2019,2.431,284.256,0.0,0.0,-0.36,0.0,0.0,-25.779,0.0,0.0,,,,,,,,,,
21032,2022,8.529,168.529,0.0,0.0,-0.9,0.0,0.0,-68.867,0.0,0.0,250.84327437268615,-40.712245300011254,,,150.00000000000003,,,167.14379921641648,,
21033,2019,3.753,28.486,0.761,56.696,-1.3,-48.361,3.599,-59.006,2.825,8.335,,,,,,,,,,
21033,2022,1.296,34.327,0.339,20.054,-12.22,2.251,4.285,-62.003,2.163,22.305,-65.46762589928056,20.50480938004633,-55.45335085413928,-64.62889798222096,840.0,-104.65457703521433,19.060850236176712,5.079144493780293,-23.43362831858408,167.6064787042591
21035,2019,8.731,113.393,3.205,790.012,-2.03,50.618,57.381,-45.177,8.483,840.63,,,,,,,,,,
21035,2022,15.599,1027.21,12.62,1340.709,-16.48,452.659,331.721,-261.513,33.758,1793.368,78.66223800251976,805.8848429797254,293.75975039001554,69.70742216573927,711.8226600985223,794.2648860089296,478.10250779874883,478.86313832259776,297.9488388541789,113.33618833493927
21042,2019,0.245,47.949,4.75,26.463,-1.06,-25.02,0.094,-29.248,0.425,1.443,,,,,,,,,,
21042,2022,3.63,161.338,27.72,11.634,-1.09,3.716,4.094,-59.027,4.716,15.35,1381.6326530612243,236.4783415712528,483.57894736842104,-56.036730529418435,2.8301886792452855,-114.85211830535572,4255.31914893617,101.81550875273521,1009.6470588235295,963.7560637560638
21065,2019,,,,,,,,,,,,,,,,,,,,
21065,2022,,,,,,,,,,,,,,,,,,,,
21103,2019,2.698,24.372,0.022,1.826,-2.7,3.047,3.123,-15.551,0.794,4.873,,,,,,,,,,
21103,2022,1.95,74.236,0.025,3.404,-0.31,2.107,2.929,-19.569,1.036,5.511,-27.724240177909564,204.59543738716565,13.63636363636365,86.4184008762322,-88.51851851851852,-30.85001640958319,-6.211975664425244,25.837566715966815,30.478589420654913,13.092550790067717
21118,2019,2.351,134.424,0.33,2.597,-1.55,6.7,8.059,-84.305,3.597,9.297,,,,,,,,,,
21118,2022,4.501,65.015,0.554,7.749,-0.76,5.003,5.194,-62.493,3.845,12.752,91.45044661846025,-51.63438076533953,67.87878787878789,198.38274932614553,-50.967741935483865,-25.328358208955226,-35.550316416428835,-25.872724037720186,6.894634417570203,37.16252554587501
21124,2019,5.627,624.752,15.439,345.584,0.67,96.746,2.009,24.9,8.881,442.33,,,,,,,,,,
21124,2022,12.741,597.218,19.917,382.959,0.57,87.0,2.442,20.801,10.852,469.959,126.42615958770216,-4.407188772504929,29.004469201373155,10.815026158618455,-14.925373134328371,-10.07380150083724,21.553011448481847,-16.461847389558233,22.193446683931988,6.246241493907268
21165,2019,22.674,517.001,38.32,144.913,-0.81,58.689,2.325,-60.788,36.006,203.602,,,,,,,,,,
21165,2022,31.946,429.714,43.047,123.399,-5.01,63.311,1.508,-65.321,39.775,186.71,40.8926523771721,-16.883332914249678,12.335594989561578,-14.846149068751602,518.5185185185185,7.875411065105897,-35.13978494623656,7.457063894189646,10.467699827806472,-8.296578619070537
21169,2019,,,,,,,,,,,,,,,,,,,,
21169,2022,,,,,,,,,,,,,,,,,,,,
21209,2019,3.33,48.621,0.073,0.163,-0.54,0.399,0.0,-19.457,0.629,0.562,,,,,,,,,,
21209,2022,0.808,29.659,0.812,0.104,-0.42,0.554,0.0,-32.304,0.102,0.658,-75.73573573573574,-38.99960922235249,1012.3287671232879,-36.196319018404914,-22.22222222222223,38.847117794486216,,66.02765071696562,-83.78378378378379,17.081850533807824
21223,2019,2.622,35.009,0.02,0.0,-0.15,0.0,0.0,-12.794,1.1,0.0,,,,,,,,,,
21223,2022,13.671,20.679,0.062,0.0,-1.56,0.0,0.0,-65.153,2.6,0.0,421.395881006865,-40.93233168613786,209.99999999999997,,940.0000000000002,,,409.24652180709717,136.36363636363635,
21227,2019,6.168,12256.342,0.5,9.45,0.64,5.409,0.0,117.216,0.0,14.859,,,,,,,,,,
21227,2022,92.0,15142.0,181.0,253.0,7.96,722.0,0.0,1257.0,202.0,975.0,1391.569390402075,23.5442026666684,36100.0,2577.2486772486777,1143.75,13248.123497873914,,972.3791973791975,inf,6461.679790026247
21236,2019,,,,,,,,,,,,,,,,,,,,
21236,2022,,,,,,,,,,,,,,,,,,,,
21237,2019,88.917,1271.922,108.273,728.483,-1.09,309.45,136.51,-147.413,176.513,1037.933,,,,,,,,,,
21237,2022,49.121,434.366,40.056,400.229,0.06,152.984,72.113,7.839,129.631,553.213,-44.756345805638965,-65.84963543361935,-63.00462719237483,-45.059939627966614,-105.50458715596332,-50.56261108418161,-47.17383341879716,-105.31771282044325,-26.560083393291144,-46.7005095704636
21238,2019,9.005,240.727,12.485,129.677,0.34,133.3,49.187,14.098,38.115,262.977,,,,,,,,,,
21238,2022,22.207,536.901,63.966,204.744,0.57,194.335,101.41,25.446,65.429,399.079,146.60744031093836,123.0331454303007,412.3428113736484,57.8876747611373,67.64705882352938,45.78769692423105,106.1723626161384,80.49368704780821,71.66207529843894,51.75433593051866
21241,2019,19.005,481.0,0.063,224.757,3.42,69.564,162.014,11.59,145.19,294.321,,,,,,,,,,
21241,2022,1.671,195.115,0.164,136.107,-8.61,32.344,42.198,-98.364,28.806,168.451,-91.20757695343332,-59.43555093555093,160.31746031746033,-39.442598005846314,-351.7543859649123,-53.504686332010806,-73.95410273186268,-948.6971527178604,-80.15979061918866,-42.766231427590974
21282,2019,0.21,10.113,0.0,9.243,-2.23,-6.557,0.0,-7.097,0.005,2.686,,,,,,,,,,
21282,2022,1.008,18.678,0.0,0.0,-18.55,0.0,0.0,-13.584,1.373,0.0,380.0,84.69296944526849,,-100.0,731.8385650224216,-100.0,,91.40481893757925,27360.000000000004,-100.0
21352,2019,83.0,1799.6,50.6,264.0,-0.96,433.6,145.9,-45.9,163.8,697.6,,,,,,,,,,
21352,2022,67.9,1786.9,19.3,332.2,1.07,487.8,190.3,50.5,167.9,820.0,-18.19277108433734,-0.7057123805289963,-61.85770750988142,25.83333333333333,-211.45833333333334,12.499999999999996,30.43180260452365,-210.02178649237476,2.5030525030524995,17.545871559633024
21421,2019,1.093,16.599,0.493,1.755,-0.28,1.624,1.029,-33.592,0.455,3.379,,,,,,,,,,
21421,2022,1.177,51.13,0.338,0.0,-0.36,0.0,0.0,-13.889,0.0,0.0,7.685269899359567,208.03060425326828,-31.440162271805267,-100.0,28.57142857142855,-100.0,-100.0,-58.65384615384615,-100.0,-100.0
21429,2019,400.775,2502.088,106.828,3102.008,-1.29,343.598,300.326,-60.191,547.417,3445.606,,,,,,,,,,
21429,2022,334.392,2167.933,121.612,2848.911,1.7,452.345,328.725,83.302,463.987,3301.256,-16.563657912793957,-13.35504586569298,13.839068409031333,-8.159134341368551,-231.78294573643413,31.64948573623828,9.456057750577704,-238.3961057300925,-15.240666621606563,-4.189393679950649
21431,2019,296.0,6958.0,455.0,1415.0,-0.57,1219.0,67.0,-28.0,347.0,2634.0,,,,,,,,,,
21431,2022,345.0,3967.0,379.0,1485.0,6.75,1222.0,60.0,524.0,408.0,2707.0,16.554054054054053,-42.986490370796204,-16.7032967032967,4.946996466431095,-1284.2105263157896,0.2461033634126333,-10.44776119402985,-1971.4285714285716,17.579250720461097,2.771450265755505
21440,2019,271.996,1427.711,19.416,3245.067,5.72,844.551,0.0,227.72,624.102,4089.618,,,,,,,,,,
21440,2022,527.372,1931.879,26.005,5975.044,11.76,1464.68,0.0,430.914,1024.028,7439.724,93.88961602376506,35.31302903738921,33.935929130613914,84.12698412698413,105.5944055944056,73.42706361131536,,89.22975584050587,64.0802304751467,81.91733311032962
21503,2019,,12989.1,0.0,4240.3,7.96,774.0,0.0,531.1,1669.9,5014.3,,,,,,,,,,
21503,2022,,13364.0,0.0,5772.1,-4.72,-226.6,0.0,-301.2,1923.7,5545.5,,2.886266177025349,,36.12480249038983,-159.2964824120603,-129.27648578811372,,-156.71248352475993,15.198514881130604,10.593702012244975
21515,2019,895.0,6494.8,122.5,7140.8,-0.64,2146.1,796.0,-100.2,1160.1,9286.9,,,,,,,,,,
21515,2022,982.5,7145.7,153.8,8704.1,3.26,2771.2,1137.8,545.3,1489.9,11475.3,9.776536312849162,10.021863644761957,25.55102040816327,21.89250504145194,-609.375,29.12725408881226,42.939698492462306,-644.2115768463074,28.42858374278081,23.564375625881613
21524,2019,0.499,131.896,0.651,64.329,-1.55,-62.16,0.0,-63.381,1.336,2.169,,,,,,,,,,
21524,2022,0.419,183.098,0.756,68.36,-0.97,-63.228,0.0,-69.587,61.171,5.132,-16.032064128256515,38.81997937769154,16.129032258064512,6.266225186152445,-37.41935483870968,1.718146718146726,,9.791577917672493,4478.667664670658,136.60673121254032
